id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
9222263a-3315-4e49-8dfa-da9ef123f93a,Emanuelly Pinto,1958-10-22,936.089.669-33,23704-857,Fogaça,AM,Brasil,F,61 8367 5088,93608966933@exemplo.com.br,2025-08-05
f955fff4-9883-4363-be3f-c6a193ad7f13,Jade Jesus,1976-12-19,725.376.315-95,27880625,Sampaio,CE,Brasil,F,0300 169 1041,72537631595@exemplo.com.br,2023-12-12
a612d646-01a1-49cc-aaf0-dfc84aa554ff,Rodrigo Sousa,1972-09-30,435.703.315-07,00540648,Nunes do Campo,PB,Brasil,M,21 8242-1550,43570331507@exemplo.com.br,2023-11-23
6c71e0f1-91f7-48af-a3cc-41099897ae3b,Sra. Sophie Campos,1994-05-07,177.343.435-36,66019831,Câmara de Minas,PE,Brasil,F,+55 (031) 3045-1206,17734343536@exemplo.com.br,2025-05-30
f0797ba4-af32-48dd-abc5-40c3b75cc588,Gabriela Silveira,1949-07-18,381.172.446-61,23873-134,Borges Verde,PA,Brasil,M,+55 (021) 1910-5835,38117244661@exemplo.com.br,2025-03-20
9d7ba5d9-7b8e-46bc-bf89-b7ac8b61477f,Maysa Barros,1946-10-03,911.574.760-24,91219864,Azevedo,MA,Brasil,M,+55 (084) 4356 7722,91157476024@exemplo.com.br,2023-11-11
ee9162e0-7959-4d1b-8939-b6e37527ef26,Dr. Bryan Ribeiro,1934-11-12,814.946.620-42,81576359,Cavalcanti,RS,Brasil,F,+55 71 5861-1171,81494662042@exemplo.com.br,2025-03-25
80452080-5296-4987-9842-d3a5d334458d,Daniel Monteiro,1937-10-10,773.975.111-97,64386697,Porto,MG,Brasil,F,+55 61 5602-5485,77397511197@exemplo.com.br,2025-08-08
fbc15dbe-f2f3-4f7d-83e2-23d076c08000,Aurora da Mata,1967-09-30,047.070.123-95,51347-830,Duarte do Galho,PB,Brasil,F,+55 21 8458 8514,04707012395@exemplo.com.br,2024-06-03
7b4797ac-97cc-4b46-8d7c-d4edb58966e0,Luna Rezende,1996-02-05,753.133.128-54,95310329,Cassiano,RN,Brasil,M,0500 499 4665,75313312854@exemplo.com.br,2024-12-31
e11ddcd4-a5cd-4e41-b804-bb4d62a72f98,Maria Júlia da Paz,1950-02-07,223.790.619-74,44256347,Azevedo,RS,Brasil,F,+55 (031) 2195-4009,22379061974@exemplo.com.br,2024-04-08
a2c97531-1d07-4f07-9acd-5692d21b5723,Dante Carvalho,1998-04-10,038.985.256-24,86936887,Sampaio,AL,Brasil,M,+55 41 8562-3717,03898525624@exemplo.com.br,2024-04-13
12bc6a11-4b6e-45f4-bc47-ca2df401dc7c,Ana Laura Oliveira,1951-01-14,055.912.400-25,22462003,Pinto,ES,Brasil,M,+55 81 5092 9056,05591240025@exemplo.com.br,2025-09-27
21c7fe55-6ea4-4eb9-b08c-128ba0e49d05,Dra. Mirella Cavalcante,1971-09-01,964.209.703-25,69660774,Castro,SP,Brasil,F,+55 21 0645-6321,96420970325@exemplo.com.br,2025-02-10
42a97834-e622-4b24-a1d1-baf2f0b50daf,Sra. Lavínia da Mata,2006-11-24,727.041.989-33,21375249,Machado da Mata,RN,Brasil,F,+55 (041) 7952 0635,72704198933@exemplo.com.br,2024-03-05
8cba6f7b-f3ff-4b13-8e22-1cf32d5eb0ce,Diego Cavalcante,1962-10-30,280.427.180-62,98948-121,da Rocha,SE,Brasil,M,+55 11 8811 1663,28042718062@exemplo.com.br,2025-08-27
55b09d16-3ca0-4959-9ff8-615caf66280c,Juliana Sousa,1967-03-09,211.807.663-57,89177-556,Ramos,TO,Brasil,M,+55 (051) 0995-4232,21180766357@exemplo.com.br,2025-05-11
f3e5279f-2648-47a3-9d87-ed4b04de75c1,Jade Alves,1992-11-28,083.859.005-67,64022-078,Santos,PR,Brasil,M,+55 (031) 8844 4598,08385900567@exemplo.com.br,2025-09-23
075fc01e-498c-4ae2-a958-cadcca2a39ba,Stella Campos,1971-09-20,798.221.574-01,76992945,Andrade de Moraes,PR,Brasil,F,(031) 7142-3248,79822157401@exemplo.com.br,2023-12-30
6e1db7c2-7607-43a0-96a0-137ee558cdf1,Dra. Cecília Pastor,1989-02-17,415.985.865-88,70099-963,da Cunha,PR,Brasil,M,84 6945 1929,41598586588@exemplo.com.br,2025-01-28
179b5ef7-9583-4f32-8cc7-d4aa527f9842,Asafe da Mata,1971-12-23,784.091.026-87,77711-749,da Rosa,AM,Brasil,M,81 2465 6451,78409102687@exemplo.com.br,2025-05-13
b113d3c7-4b51-4244-8f7b-9b08e7bede77,Marcelo Porto,1981-10-28,687.342.679-68,40067-223,Pires Verde,PE,Brasil,F,+55 (061) 1471-8539,68734267968@exemplo.com.br,2024-11-29
c240e9a8-f021-4815-bf4a-4f1db41ac147,Elisa Aparecida,1978-02-14,684.241.144-05,04820954,Aparecida,AL,Brasil,F,0900-750-9415,68424114405@exemplo.com.br,2025-09-21
b6645a71-b378-4fe2-80d4-c4262a8e7224,Dr. Diego Pires,1956-03-11,340.189.287-35,18017056,Oliveira,CE,Brasil,F,+55 51 4503 2216,34018928735@exemplo.com.br,2024-11-19
0dbcb2bc-1089-4d37-93ba-116ba84e8e53,Levi Pastor,1999-02-10,912.155.285-15,65954452,Montenegro,PE,Brasil,M,+55 (071) 5484-5210,91215528515@exemplo.com.br,2025-07-10
5b186250-4900-4e91-9f6e-4dfcc91bdd06,Luna da Rosa,1991-05-18,757.354.722-26,98076-769,Melo,RO,Brasil,M,+55 81 9290-1366,75735472226@exemplo.com.br,2025-06-21
203133ad-09a8-4ccb-b0bd-1f2451a82647,Asafe Alves,1954-02-18,990.148.001-88,74196-353,Pires de Goiás,PI,Brasil,M,71 9382-9462,99014800188@exemplo.com.br,2024-12-28
666ee5a1-6315-4d03-94d9-fffd9fff148f,Nicole Casa Grande,1957-10-26,105.860.344-05,42631103,da Luz de da Cunha,MA,Brasil,M,(021) 6696-5661,10586034405@exemplo.com.br,2025-01-12
a8c43530-57b7-4c1a-83b5-55f301cf502a,Davi Lucca Albuquerque,1971-09-06,936.615.248-48,34686-787,Farias,BA,Brasil,F,(011) 5461-0707,93661524848@exemplo.com.br,2025-08-07
f63934ee-aaec-42bf-b1ca-cf1f8c6fb819,Davi Luiz Montenegro,1948-03-23,792.722.919-93,90874282,Sousa das Pedras,RO,Brasil,F,81 3187-5420,79272291993@exemplo.com.br,2024-11-03
32de4bcd-4236-4759-9173-706ee3224454,Diogo Borges,1968-04-20,942.304.397-02,80125-126,Castro do Campo,RS,Brasil,F,+55 (051) 0856-2860,94230439702@exemplo.com.br,2024-04-06
1581175d-22b4-4522-9b85-2a6620e052d8,Marcela Porto,1960-06-28,802.308.029-82,30107016,Lopes de Minas,MT,Brasil,M,(031) 6996-9197,80230802982@exemplo.com.br,2025-05-25
032d651a-4344-4bd6-b567-956371d551dc,Cauã Vargas,1961-07-26,608.019.299-10,66704156,da Mota,PI,Brasil,M,81 1479 5666,60801929910@exemplo.com.br,2024-09-25
16b099b7-ab2b-4ec1-9978-ebfeb382ab21,Camila Correia,1973-08-29,949.770.306-07,01617994,Araújo de Minas,BA,Brasil,M,84 6096 6293,94977030607@exemplo.com.br,2024-03-24
9a3e2939-11a7-4212-9149-b8da19e28f09,Aylla Fogaça,2001-02-03,764.261.929-13,69907-896,Fernandes do Norte,AC,Brasil,M,51 2533 1232,76426192913@exemplo.com.br,2024-07-03
65a85e90-75ee-4bdd-b267-445338b375f2,Sr. Dom Freitas,1963-10-08,589.110.244-28,89839508,Cavalcanti de Andrade,ES,Brasil,M,(084) 4318 6350,58911024428@exemplo.com.br,2024-12-25
071acf09-0ae4-419b-925b-bd09fa9d3708,Fernanda da Mota,1975-08-31,874.905.038-63,84241945,Pacheco das Pedras,MT,Brasil,M,+55 61 6593 9188,87490503863@exemplo.com.br,2025-02-27
62c078db-6a45-413c-8308-3d5b2ee119be,Maria Eduarda Rodrigues,1945-09-05,608.940.833-42,72208508,Santos de Minas,TO,Brasil,F,+55 (084) 7800-6701,60894083342@exemplo.com.br,2025-04-13
